latitude,longitude,total_frp,avg_frp,max_frp,fire_count,avg_brightness,max_brightness,acq_datetime_min,acq_datetime_max,fire_intensity_score
-20.35,132.15,26.9,2.07,8.7,13,356.88,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-20.35,132.20000000000002,13.5,1.35,2.4,10,367.0,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-20.35,134.5,270.3,10.01,32.2,27,337.28,367.0,2019-12-22 04:48:00,2019-12-27 16:06:00,0.3
-20.35,134.55,396.9,12.03,74.8,33,347.81,367.0,2019-12-24 17:00:00,2019-12-27 04:58:00,0.4
-20.35,139.45000000000002,41.0,20.5,24.6,2,310.05,312.3,2019-11-23 12:57:00,2019-11-23 12:57:00,0.0
-20.35,139.5,29.2,5.84,14.8,5,313.28,338.5,2019-11-23 12:57:00,2019-11-23 16:42:00,0.0
-20.35,142.85,3.6,3.6,3.6,1,297.5,297.5,2020-01-21 14:54:00,2020-01-21 14:54:00,0.0
-20.35,143.15,44.8,44.8,44.8,1,367.0,367.0,2020-01-15 03:54:00,2020-01-15 03:54:00,0.1
-20.35,143.85,3.1,3.1,3.1,1,296.3,296.3,2020-01-21 14:54:00,2020-01-21 14:54:00,0.0
-20.35,145.05,28.4,7.1,21.2,4,314.82,335.3,2019-11-18 14:54:00,2019-11-19 14:36:00,0.0
-20.35,145.1,372.1,6.89,28.8,54,327.07,367.0,2019-11-17 04:00:00,2019-11-20 16:00:00,0.4
-20.35,145.15,338.2,5.05,32.3,67,318.27,355.3,2019-11-19 13:21:00,2019-11-23 15:00:00,0.4
-20.35,147.9,8.8,4.4,4.6,2,332.9,334.6,2019-09-23 02:56:00,2019-09-23 02:56:00,0.0
-20.35,148.25,11.8,1.69,3.0,7,313.79,335.6,2020-01-11 03:30:00,2020-01-15 15:06:00,0.0
-20.35,148.35,22.6,7.53,8.6,3,339.27,342.8,2020-01-09 04:06:00,2020-01-09 04:06:00,0.0
-20.35,148.4,15.1,2.52,6.3,6,319.33,336.2,2020-01-09 04:06:00,2020-01-09 15:18:00,0.0
-20.35,148.55,0.6,0.6,0.6,1,305.1,305.1,2019-10-11 15:06:00,2019-10-11 15:06:00,0.0
-20.35,148.70000000000002,19.2,9.6,9.6,2,350.7,356.2,2020-01-10 03:48:00,2020-01-10 03:48:00,0.0
-20.3,118.75,15.4,5.13,5.6,3,351.43,367.0,2019-10-25 06:18:00,2019-10-25 06:18:00,0.0
-20.3,118.80000000000001,18.6,6.2,8.8,3,341.73,352.5,2019-10-25 06:18:00,2019-10-25 06:18:00,0.0
-20.3,118.85000000000001,95.3,11.91,24.1,8,350.34,367.0,2019-12-01 06:24:00,2019-12-01 06:24:00,0.1
-20.3,118.9,170.0,21.25,29.8,8,346.6,367.0,2019-09-06 06:37:00,2019-12-01 06:24:00,0.2
-20.3,118.95,41.0,4.56,14.2,9,326.18,345.4,2019-11-25 17:48:00,2019-11-28 16:48:00,0.0
-20.3,122.0,261.2,23.75,54.5,11,348.06,354.6,2019-12-19 05:42:00,2019-12-20 05:24:00,0.3
-20.3,122.05000000000001,96.7,24.18,69.9,4,339.15,362.0,2019-12-18 17:12:00,2019-12-19 05:47:00,0.1
-20.3,123.25,278.7,69.68,272.4,4,328.88,362.0,2019-12-07 17:18:00,2019-12-08 06:06:00,0.3
-20.3,123.30000000000001,1191.5,32.2,263.4,37,338.13,377.4,2019-12-06 16:00:00,2019-12-08 01:42:00,1.3
-20.3,123.4,934.0,233.5,594.8,4,387.62,441.4,2019-12-13 02:00:00,2019-12-13 02:00:00,1.0
-20.3,123.45,139.9,15.54,34.2,9,341.39,367.0,2019-12-11 16:06:00,2019-12-13 02:00:00,0.2
-20.3,123.5,60.4,12.08,36.6,5,317.94,325.5,2019-12-11 17:31:00,2019-12-11 17:48:00,0.1
-20.3,123.55000000000001,42.4,10.6,13.0,4,347.2,354.0,2019-12-11 04:54:00,2019-12-11 04:54:00,0.0
-20.3,123.60000000000001,22.7,7.57,9.1,3,343.57,344.7,2019-12-11 04:54:00,2019-12-11 04:54:00,0.0
-20.3,134.5,737.4,28.36,163.1,26,344.1,369.2,2019-12-26 13:40:00,2019-12-28 04:36:00,0.8
-20.3,134.55,219.4,54.85,87.7,4,363.62,368.1,2019-12-27 04:54:00,2019-12-27 04:58:00,0.2
-20.3,145.05,53.2,5.32,21.9,10,322.6,343.2,2019-11-18 14:54:00,2019-11-19 14:36:00,0.1
-20.3,145.1,7.8,3.9,6.4,2,324.95,346.0,2019-11-19 03:24:00,2019-11-19 14:36:00,0.0
-20.3,145.15,8.3,2.77,5.9,3,315.87,336.3,2019-11-20 16:00:00,2019-11-21 04:30:00,0.0
-20.3,145.65,47.1,11.78,19.5,4,341.3,349.0,2019-12-07 00:58:00,2019-12-07 04:30:00,0.1
-20.3,147.95000000000002,87.6,5.15,33.5,17,312.18,341.3,2019-11-10 13:27:00,2019-11-11 00:22:00,0.1
-20.3,148.35,406.8,8.84,58.2,46,330.34,367.0,2020-01-08 02:48:00,2020-01-11 03:30:00,0.5
-20.3,148.4,350.4,15.23,164.4,23,330.1,381.5,2019-11-10 02:54:00,2020-01-09 15:18:00,0.4
-20.3,148.45000000000002,503.6,17.99,126.3,28,328.14,356.7,2019-11-09 12:44:00,2019-11-13 03:36:00,0.6
-20.25,118.95,19.5,19.5,19.5,1,349.2,349.2,2019-11-29 05:18:00,2019-11-29 05:18:00,0.0
-20.25,122.0,7.8,3.9,3.9,2,346.65,348.9,2019-12-20 05:24:00,2019-12-20 05:24:00,0.0
-20.25,123.25,2855.4,203.96,1033.3,14,350.29,403.3,2019-12-07 17:18:00,2019-12-09 14:36:00,3.2
-20.25,123.30000000000001,38.5,5.5,27.5,7,321.27,367.0,2019-12-07 06:12:00,2019-12-07 17:18:00,0.0
-20.25,127.9,1.8,0.9,1.2,2,304.2,307.5,2019-09-12 15:56:00,2019-09-12 15:56:00,0.0
-20.25,127.95,1.5,0.75,0.8,2,303.85,305.4,2019-09-12 15:56:00,2019-09-12 15:56:00,0.0
-20.25,131.5,19.4,2.16,5.4,9,352.11,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-20.25,139.6,181.0,7.24,17.5,25,334.73,367.0,2019-11-22 15:18:00,2019-11-26 15:48:00,0.2
-20.25,139.65,2221.3,26.76,205.4,83,347.88,367.0,2019-11-22 15:18:00,2019-11-26 01:17:00,2.5
-20.25,139.70000000000002,718.3,22.45,149.0,32,332.53,363.3,2019-11-25 12:45:00,2019-11-27 15:30:00,0.8
-20.25,144.05,66.2,66.2,66.2,1,331.5,331.5,2019-12-25 03:32:00,2019-12-25 03:32:00,0.1
-20.25,144.1,544.4,10.67,40.2,51,337.09,367.0,2019-12-19 15:12:00,2019-12-25 03:48:00,0.6
-20.25,144.15,2217.8,11.14,97.0,199,332.23,367.0,2019-12-17 15:15:00,2019-12-24 04:06:00,2.5
-20.25,144.20000000000002,1794.3,11.28,158.3,159,324.49,367.0,2019-12-15 03:36:00,2019-12-18 15:58:00,2.0
-20.25,144.25,1452.3,30.9,341.3,47,323.48,382.5,2019-12-15 00:09:00,2019-12-16 16:12:00,1.6
-20.25,144.3,509.6,23.16,96.4,22,339.4,367.0,2019-12-15 12:20:00,2019-12-16 03:38:00,0.6
-20.25,144.45000000000002,14.7,14.7,14.7,1,348.8,348.8,2019-11-17 04:00:00,2019-11-17 04:00:00,0.0
-20.25,146.75,661.2,14.69,53.6,45,329.89,367.0,2019-11-02 03:42:00,2019-11-03 01:11:00,0.7
-20.25,146.8,374.1,22.01,94.9,17,328.81,367.0,2019-11-02 03:42:00,2019-11-03 03:24:00,0.4
-20.25,147.8,35.9,17.95,23.0,2,339.4,343.4,2020-01-24 02:48:00,2020-01-24 03:40:00,0.0
-20.25,147.95000000000002,874.7,17.15,122.5,51,330.71,372.8,2019-11-10 02:54:00,2019-11-11 04:18:00,1.0
-20.25,148.35,61.6,3.85,11.1,16,326.59,349.5,2020-01-09 04:06:00,2020-01-10 15:00:00,0.1
-20.25,148.4,3696.9,28.01,492.5,132,343.82,388.1,2019-11-09 23:39:00,2020-01-09 15:18:00,4.1
-20.25,148.45000000000002,951.4,47.57,316.8,20,328.73,351.8,2019-11-07 03:48:00,2020-01-16 00:05:00,1.1
-20.25,148.5,109.3,18.22,79.8,6,324.23,348.2,2020-01-08 04:30:00,2020-01-10 03:48:00,0.1
-20.25,148.6,16.6,16.6,16.6,1,327.4,327.4,2020-01-15 03:50:00,2020-01-15 03:50:00,0.0
-20.25,148.65,47.3,11.82,22.6,4,332.2,351.5,2020-01-14 15:24:00,2020-01-15 03:54:00,0.1
-20.200000000000003,121.5,1.6,1.6,1.6,1,307.0,307.0,2019-10-28 16:30:00,2019-10-28 16:30:00,0.0
-20.200000000000003,123.75,192.4,24.05,65.2,8,363.42,367.0,2019-10-22 05:30:00,2019-10-23 05:12:00,0.2
-20.200000000000003,123.80000000000001,651.3,18.09,75.3,36,339.56,367.0,2019-10-21 17:00:00,2019-10-22 05:30:00,0.7
-20.200000000000003,123.85000000000001,4.2,2.1,2.8,2,337.75,367.0,2019-10-22 05:30:00,2019-10-22 16:42:00,0.0
-20.200000000000003,127.75,39.6,19.8,37.5,2,335.85,356.1,2019-12-10 16:24:00,2019-12-11 04:54:00,0.0
-20.200000000000003,127.80000000000001,163.9,9.11,47.5,18,321.07,356.2,2019-12-08 13:53:00,2019-12-10 16:48:00,0.2
-20.200000000000003,127.85000000000001,9.2,9.2,9.2,1,310.7,310.7,2019-12-08 17:00:00,2019-12-08 17:00:00,0.0
-20.200000000000003,127.95,4.7,1.57,4.3,3,316.1,346.1,2019-09-09 16:52:00,2019-09-14 05:47:00,0.0
-20.200000000000003,128.0,52.2,26.1,43.4,2,353.0,353.7,2019-09-15 05:28:00,2019-09-15 05:28:00,0.1
-20.200000000000003,132.05,21.6,7.2,12.0,3,367.0,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-20.200000000000003,139.6,53.3,8.88,20.6,6,335.9,350.1,2019-11-22 15:18:00,2019-11-23 03:48:00,0.1
-20.200000000000003,139.65,2336.5,59.91,573.4,39,351.33,385.7,2019-11-23 00:46:00,2019-11-26 15:48:00,2.6
-20.200000000000003,139.70000000000002,661.7,22.82,112.5,29,337.03,367.0,2019-11-23 03:48:00,2019-11-27 15:30:00,0.7
-20.200000000000003,140.9,2.1,2.1,2.1,1,331.3,331.3,2020-01-23 04:48:00,2020-01-23 04:48:00,0.0
-20.200000000000003,144.05,650.6,14.46,84.5,45,325.33,367.0,2019-12-25 03:32:00,2020-01-05 14:54:00,0.7
-20.200000000000003,144.1,3285.6,18.88,311.3,174,334.85,411.3,2019-12-19 04:00:00,2020-01-01 16:12:00,3.7
-20.200000000000003,144.15,2553.8,9.25,135.1,276,326.36,367.0,2019-12-17 13:46:00,2020-01-05 14:54:00,2.9
-20.200000000000003,144.20000000000002,573.1,5.03,63.8,114,322.79,367.0,2019-12-14 13:15:00,2019-12-23 15:42:00,0.6
-20.200000000000003,144.25,800.4,18.19,134.7,44,325.74,367.0,2019-12-14 03:54:00,2019-12-15 16:30:00,0.9
-20.200000000000003,144.3,191.0,19.1,69.9,10,324.31,344.8,2019-12-15 12:20:00,2019-12-16 03:18:00,0.2
-20.200000000000003,145.8,9.0,9.0,9.0,1,346.5,346.5,2020-01-22 03:24:00,2020-01-22 03:24:00,0.0
-20.200000000000003,146.75,371.3,8.25,27.8,45,326.21,367.0,2019-11-02 00:28:00,2019-11-02 14:54:00,0.4
-20.200000000000003,146.8,32.6,10.87,23.8,3,335.93,356.5,2019-11-02 03:42:00,2019-11-02 14:54:00,0.0
-20.200000000000003,147.8,29.3,7.32,8.3,4,347.1,367.0,2020-01-24 02:48:00,2020-01-24 04:30:00,0.0
-20.200000000000003,148.05,15.9,7.95,8.6,2,347.6,352.9,2020-01-24 04:30:00,2020-01-24 04:30:00,0.0
-20.200000000000003,148.35,63.5,7.94,23.5,8,339.9,348.2,2019-11-10 02:54:00,2019-11-10 04:36:00,0.1
-20.200000000000003,148.4,581.9,18.77,63.7,31,343.11,367.0,2019-11-09 23:39:00,2019-11-11 00:22:00,0.7
-20.200000000000003,148.45000000000002,58.1,5.28,28.3,11,323.43,340.6,2019-11-03 03:24:00,2019-11-20 03:06:00,0.1
-20.200000000000003,148.5,157.6,11.26,74.2,14,338.84,354.2,2020-01-10 03:30:00,2020-01-11 03:30:00,0.2
-20.150000000000002,121.75,579.8,144.95,499.5,4,353.83,386.8,2019-11-21 02:37:00,2019-11-21 04:30:00,0.7
-20.150000000000002,121.80000000000001,617.0,47.46,386.7,13,350.08,379.1,2019-11-20 17:42:00,2019-11-21 06:12:00,0.7
-20.150000000000002,123.15,851.8,60.84,221.6,14,353.48,367.0,2019-09-23 06:18:00,2019-09-23 06:18:00,1.0
-20.150000000000002,123.2,236.3,29.54,120.0,8,351.31,369.5,2019-09-23 04:38:00,2019-09-23 06:18:00,0.3
-20.150000000000002,131.25,49.7,3.55,13.6,14,363.95,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.1
-20.150000000000002,131.6,26.5,3.79,10.3,7,354.43,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-20.150000000000002,131.65,95.6,3.98,11.8,24,361.33,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.1
-20.150000000000002,132.0,3.0,1.5,1.5,2,321.85,322.1,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-20.150000000000002,132.05,12.1,4.03,5.3,3,367.0,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-20.150000000000002,132.5,14.4,1.6,3.4,9,352.54,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-20.150000000000002,139.55,13.1,6.55,10.2,2,329.65,345.4,2019-12-17 15:54:00,2019-12-17 15:54:00,0.0
-20.150000000000002,139.65,447.3,40.66,147.4,11,340.19,367.0,2019-11-25 00:34:00,2019-11-25 16:06:00,0.5
-20.150000000000002,139.70000000000002,119.1,14.89,67.6,8,338.66,356.0,2019-11-23 03:48:00,2019-11-25 00:34:00,0.1
-20.150000000000002,144.05,1011.3,14.45,286.2,70,325.57,399.6,2019-12-31 14:48:00,2020-01-06 16:18:00,1.1
-20.150000000000002,144.1,1161.8,15.09,178.5,77,329.48,382.2,2019-12-28 15:48:00,2020-01-05 14:54:00,1.3
-20.150000000000002,144.15,290.4,5.69,68.3,51,319.91,355.4,2020-01-01 16:12:00,2020-01-06 14:36:00,0.3
-20.150000000000002,144.20000000000002,51.7,5.74,15.2,9,314.11,349.1,2020-01-05 14:54:00,2020-01-10 03:48:00,0.1
-20.150000000000002,146.3,0.6,0.6,0.6,1,303.8,303.8,2020-01-04 15:12:00,2020-01-04 15:12:00,0.0
-20.1,119.4,50.2,50.2,50.2,1,316.1,316.1,2020-01-04 03:00:00,2020-01-04 03:00:00,0.1
-20.1,120.7,4.1,4.1,4.1,1,367.0,367.0,2019-11-06 05:48:00,2019-11-06 05:48:00,0.0
-20.1,121.7,12.0,6.0,9.0,2,329.45,331.7,2019-09-23 04:38:00,2019-09-23 05:41:00,0.0
-20.1,121.75,140.9,140.9,140.9,1,354.1,354.1,2019-11-21 02:37:00,2019-11-21 02:37:00,0.2
-20.1,121.80000000000001,481.6,240.8,321.8,2,365.3,373.9,2019-11-21 02:37:00,2019-11-21 02:37:00,0.5
-20.1,127.85000000000001,13.4,6.7,6.7,2,346.45,352.4,2019-10-27 05:36:00,2019-10-27 05:36:00,0.0
-20.1,131.35,7.1,0.79,1.3,9,367.0,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-20.1,131.45000000000002,3.0,1.5,1.5,2,367.0,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-20.1,131.5,28.9,4.13,9.7,7,367.0,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-20.1,131.8,36.5,4.06,8.9,9,352.07,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-20.1,139.75,33.2,11.07,12.7,3,348.7,350.9,2020-01-03 04:24:00,2020-01-03 04:24:00,0.0
-20.1,142.65,6.2,6.2,6.2,1,295.4,295.4,2019-11-30 16:12:00,2019-11-30 16:12:00,0.0
-20.1,143.45000000000002,1.9,1.9,1.9,1,296.2,296.2,2020-01-21 14:54:00,2020-01-21 14:54:00,0.0
-20.1,144.75,540.3,10.01,36.1,54,329.34,367.0,2019-10-02 03:24:00,2019-10-07 03:30:00,0.6
-20.1,146.20000000000002,3.1,3.1,3.1,1,325.7,325.7,2019-10-27 15:06:00,2019-10-27 15:06:00,0.0
-20.1,146.3,0.6,0.6,0.6,1,306.1,306.1,2019-10-16 15:12:00,2019-10-16 15:12:00,0.0
-20.1,146.35,0.5,0.5,0.5,1,296.6,296.6,2019-09-07 15:48:00,2019-09-07 15:48:00,0.0
-20.1,146.4,0.8,0.8,0.8,1,297.3,297.3,2019-09-09 15:11:00,2019-09-09 15:11:00,0.0
-20.1,146.70000000000002,299.8,11.53,65.0,26,329.39,367.0,2019-12-16 03:18:00,2019-12-17 15:54:00,0.3
-20.1,147.0,208.4,9.47,40.4,22,334.43,367.0,2019-12-31 03:36:00,2020-01-12 03:12:00,0.2
-20.1,148.25,39.2,5.6,9.5,7,337.43,347.1,2020-01-14 04:12:00,2020-01-17 03:18:00,0.0
-20.1,148.45000000000002,4.0,4.0,4.0,1,331.7,331.7,2020-01-17 03:18:00,2020-01-17 03:18:00,0.0
-20.05,120.7,189.4,63.13,148.0,3,354.6,362.1,2019-11-06 05:48:00,2019-11-06 06:06:00,0.2
-20.05,121.0,4813.3,601.66,1643.1,8,354.51,405.3,2019-11-25 16:06:00,2019-12-18 05:05:00,5.4
-20.05,121.05000000000001,1424.4,203.49,551.7,7,357.96,369.4,2019-12-18 02:19:00,2019-12-18 05:05:00,1.6
-20.05,139.70000000000002,24.7,6.18,8.8,4,296.52,297.7,2020-01-05 14:54:00,2020-01-05 14:54:00,0.0
-20.05,139.75,37.3,7.46,10.5,5,307.8,351.4,2020-01-03 04:24:00,2020-01-05 14:54:00,0.0
-20.05,139.95000000000002,3.7,3.7,3.7,1,296.9,296.9,2020-01-05 16:36:00,2020-01-05 16:36:00,0.0
-20.05,144.75,0.9,0.9,0.9,1,298.4,298.4,2019-10-06 15:00:00,2019-10-06 15:00:00,0.0
-20.05,146.35,3.5,1.75,2.0,2,318.35,321.9,2019-11-07 15:00:00,2019-11-07 15:00:00,0.0
-20.05,147.25,0.6,0.6,0.6,1,302.2,302.2,2019-12-20 14:54:00,2019-12-20 14:54:00,0.0
-20.05,147.65,27.1,27.1,27.1,1,318.5,318.5,2020-01-24 00:55:00,2020-01-24 00:55:00,0.0
-20.05,148.1,70.8,35.4,54.9,2,337.9,348.2,2019-09-06 00:34:00,2019-09-06 00:34:00,0.1
-20.05,148.20000000000002,58.6,9.77,18.0,6,335.65,349.0,2019-09-09 03:50:00,2019-09-09 03:59:00,0.1
-20.05,148.25,3.1,3.1,3.1,1,334.7,334.7,2019-09-10 03:40:00,2019-09-10 03:40:00,0.0
-20.05,148.3,16.2,8.1,9.4,2,313.35,314.3,2019-12-06 00:15:00,2020-01-14 00:20:00,0.0
-20.0,119.95,33.9,8.48,15.7,4,323.12,337.3,2019-12-14 16:48:00,2019-12-15 16:30:00,0.0
-20.0,120.95,28.3,14.15,16.8,2,343.75,344.2,2019-10-28 05:18:00,2019-10-28 05:18:00,0.0
-20.0,121.0,591.6,14.79,203.2,40,316.23,350.5,2019-11-25 14:23:00,2019-11-26 02:56:00,0.7
-20.0,121.75,105.6,13.2,25.9,8,348.85,367.0,2019-10-29 05:00:00,2019-10-30 06:24:00,0.1
-20.0,123.05000000000001,11.4,11.4,11.4,1,351.4,351.4,2019-12-27 04:54:00,2019-12-27 04:54:00,0.0
-20.0,123.10000000000001,85.0,5.31,9.9,16,337.58,367.0,2019-12-27 04:54:00,2019-12-28 06:18:00,0.1
-20.0,126.80000000000001,116.4,116.4,116.4,1,339.9,339.9,2019-12-26 05:53:00,2019-12-26 05:53:00,0.1
-20.0,126.85000000000001,278.1,139.05,141.8,2,342.45,342.8,2019-12-26 05:53:00,2019-12-26 05:53:00,0.3
-20.0,128.05,19.9,19.9,19.9,1,316.9,316.9,2020-01-21 02:05:00,2020-01-21 02:05:00,0.0
-20.0,131.25,0.8,0.8,0.8,1,367.0,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-20.0,142.3,26.8,6.7,9.2,4,341.82,345.1,2020-01-17 05:00:00,2020-01-17 05:00:00,0.0
-20.0,142.70000000000002,3.3,3.3,3.3,1,295.2,295.2,2019-11-30 16:12:00,2019-11-30 16:12:00,0.0
-20.0,144.4,52.8,6.6,23.1,8,321.76,354.5,2020-01-09 04:25:00,2020-01-10 15:00:00,0.1
-20.0,144.45000000000002,7.3,7.3,7.3,1,347.4,347.4,2020-01-10 03:48:00,2020-01-10 03:48:00,0.0
-20.0,145.9,119.8,7.99,26.6,15,325.55,349.9,2019-12-07 13:09:00,2019-12-08 04:27:00,0.1
-20.0,146.35,0.2,0.2,0.2,1,295.1,295.1,2019-09-05 14:46:00,2019-09-05 14:46:00,0.0
-20.0,146.4,1.8,1.8,1.8,1,316.0,316.0,2019-11-12 15:06:00,2019-11-12 15:06:00,0.0
-20.0,148.0,14.3,14.3,14.3,1,313.8,313.8,2019-11-07 12:57:00,2019-11-07 12:57:00,0.0
-20.0,148.20000000000002,3.1,3.1,3.1,1,334.7,334.7,2019-09-09 03:59:00,2019-09-09 03:59:00,0.0
-20.0,148.25,22.1,5.52,14.6,4,331.5,367.0,2019-09-04 03:53:00,2019-12-13 15:24:00,0.0
-19.950000000000003,120.25,1.0,1.0,1.0,1,312.4,312.4,2020-01-29 17:24:00,2020-01-29 17:24:00,0.0
-19.950000000000003,120.85000000000001,1.9,1.9,1.9,1,305.7,305.7,2019-10-27 16:48:00,2019-10-27 16:48:00,0.0
-19.950000000000003,121.0,16.3,4.08,8.4,4,307.77,309.8,2019-11-25 16:06:00,2019-11-25 17:48:00,0.0
-19.950000000000003,121.75,22.6,11.3,14.4,2,349.05,350.0,2019-10-29 05:00:00,2019-10-29 05:00:00,0.0
-19.950000000000003,121.80000000000001,41.8,13.93,25.4,3,349.53,354.5,2019-10-29 05:00:00,2019-10-29 05:00:00,0.0
-19.950000000000003,122.55000000000001,27.8,27.8,27.8,1,343.1,343.1,2019-12-13 05:54:00,2019-12-13 05:54:00,0.0
-19.950000000000003,122.95,290.5,12.63,42.8,23,341.91,367.0,2019-12-28 04:36:00,2019-12-29 05:54:00,0.3
-19.950000000000003,123.0,580.7,18.15,95.3,32,341.13,370.5,2019-12-27 04:54:00,2019-12-29 14:11:00,0.7
-19.950000000000003,123.05000000000001,51.9,10.38,25.0,5,347.18,353.8,2019-12-27 02:13:00,2019-12-27 04:54:00,0.1
-19.950000000000003,123.10000000000001,269.0,19.21,97.0,14,342.96,367.0,2019-12-27 04:54:00,2019-12-27 16:06:00,0.3
-19.950000000000003,124.65,0.0,0.0,0.0,2,355.2,367.1,2019-12-27 14:23:00,2019-12-27 14:23:00,0.0
-19.950000000000003,127.65,9.2,4.6,4.6,2,297.2,297.2,2020-01-18 15:54:00,2020-01-18 15:54:00,0.0
-19.950000000000003,131.05,11.5,2.3,4.4,5,367.0,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-19.950000000000003,131.1,13.9,4.63,7.5,3,367.0,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-19.950000000000003,131.25,12.2,0.94,1.3,13,360.29,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-19.950000000000003,131.45000000000002,34.9,3.88,10.5,9,367.0,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-19.950000000000003,144.15,18.6,18.6,18.6,1,346.9,346.9,2020-01-11 03:30:00,2020-01-11 03:30:00,0.0
-19.950000000000003,144.20000000000002,841.3,18.29,119.0,46,343.42,367.0,2020-01-08 03:40:00,2020-01-11 04:15:00,0.9
-19.950000000000003,144.25,180.5,10.03,29.4,18,336.42,367.0,2020-01-08 04:30:00,2020-01-11 03:30:00,0.2
-19.950000000000003,144.3,65.2,4.66,18.6,14,323.19,367.0,2020-01-05 14:54:00,2020-01-06 03:24:00,0.1
-19.950000000000003,144.35,184.0,15.33,54.6,12,328.08,367.0,2020-01-05 03:42:00,2020-01-05 14:54:00,0.2
-19.950000000000003,144.4,928.8,8.68,58.5,107,328.38,367.0,2020-01-03 12:50:00,2020-01-11 16:24:00,1.0
-19.950000000000003,144.45000000000002,574.4,7.98,34.4,72,325.81,367.0,2020-01-03 15:30:00,2020-01-11 03:30:00,0.6
-19.950000000000003,144.5,243.6,13.53,78.3,18,319.43,355.5,2020-01-02 04:20:00,2020-01-06 03:24:00,0.3
-19.950000000000003,144.55,183.2,16.65,61.2,11,349.4,367.0,2020-01-01 13:00:00,2020-01-02 15:54:00,0.2
-19.950000000000003,145.70000000000002,304.9,38.11,126.4,8,332.31,351.6,2020-01-14 04:12:00,2020-01-14 15:24:00,0.3
-19.950000000000003,145.75,1606.3,22.95,246.7,70,351.8,387.6,2020-01-14 04:12:00,2020-01-15 03:54:00,1.8
-19.950000000000003,145.8,403.0,20.15,105.2,20,360.8,367.0,2020-01-15 03:50:00,2020-01-15 03:54:00,0.5
-19.950000000000003,145.9,384.6,9.62,68.3,40,323.87,356.9,2019-12-07 13:09:00,2020-01-16 14:48:00,0.4
-19.950000000000003,145.95000000000002,311.8,10.06,49.1,31,331.46,367.0,2019-12-07 13:09:00,2020-01-16 14:48:00,0.3
-19.950000000000003,147.0,0.5,0.5,0.5,1,301.1,301.1,2019-09-23 15:48:00,2019-09-23 15:48:00,0.0
-19.950000000000003,147.25,16.6,8.3,12.4,2,342.4,346.2,2020-01-24 04:30:00,2020-01-24 04:30:00,0.0
-19.950000000000003,147.9,53.2,3.8,7.0,14,332.16,367.0,2019-10-01 03:42:00,2019-10-01 14:54:00,0.1
-19.900000000000002,120.75,32.2,4.03,6.2,8,328.18,367.0,2019-10-28 16:30:00,2019-10-28 16:30:00,0.0
-19.900000000000002,120.9,7.4,2.47,2.8,3,314.2,317.6,2019-10-27 16:48:00,2019-10-27 16:48:00,0.0
-19.900000000000002,121.75,1974.5,131.63,378.6,15,357.55,367.0,2019-10-29 05:00:00,2019-10-29 05:00:00,2.2
-19.900000000000002,121.80000000000001,331.5,15.07,67.6,22,334.1,367.0,2019-10-28 16:30:00,2019-10-29 05:00:00,0.4
-19.900000000000002,121.85000000000001,15.4,15.4,15.4,1,347.7,347.7,2019-10-29 05:00:00,2019-10-29 05:00:00,0.0
-19.900000000000002,122.0,19.7,9.85,18.5,2,312.45,316.2,2019-12-13 14:11:00,2019-12-13 17:06:00,0.0
-19.900000000000002,122.05000000000001,26.2,5.24,15.3,5,325.3,348.3,2019-12-13 17:06:00,2019-12-14 05:36:00,0.0
-19.900000000000002,122.5,72.3,14.46,17.8,5,344.4,367.0,2019-12-09 16:42:00,2019-12-11 04:54:00,0.1
-19.900000000000002,122.95,55.3,11.06,20.8,5,334.84,344.8,2019-12-28 17:24:00,2019-12-29 05:54:00,0.1
-19.900000000000002,123.0,0.7,0.7,0.7,1,332.6,332.6,2019-12-28 04:36:00,2019-12-28 04:36:00,0.0
-19.900000000000002,131.05,33.3,4.76,11.2,7,360.77,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.0
-19.900000000000002,131.1,76.0,5.43,18.3,14,367.0,367.0,2019-11-20 04:48:00,2019-11-20 04:48:00,0.1
-19.900000000000002,143.4,426.7,32.82,107.3,13,349.72,367.0,2019-12-14 15:06:00,2019-12-15 04:33:00,0.5
